PVWatts: Hourly PV Performance Data,,,,,,,,,,,,,
Requested Location:,thousand oaks california,,,,,,,,,,,,
Location:,"CAMARILLO (AWOS), CA",,,,,,,,,,,,
Lat (deg N):,34.22,,,,,,,,,,,,
Long (deg W):,119.08,,,,,,,,,,,,
Elev (m):,23,,,,,,,,,,,,
DC System Size (kW):,100,,,,,,,,,,Wh per day,Wh per month,Wh per year
Module Type:,Standard,,,,,,,,,,"303,058","10,871,239","157,361,651"
Array Type:,Fixed (open rack),,,,,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,kWh equivalent,303.058,10871.239,157361.651
Array Azimuth (deg):,180,,,,,,,,,,,,
System Losses:,14.08,,,,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.16,,,,,,,,,,,,
Capacity Factor (%),"18.0	",,,,,,,,,,,,
,,,,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),,,
9,12,6,43,55,14,0,60.56,12.735,5254.921,4645.092,,,
9,12,7,189,164,16,0,243.968,24.057,20440.832,19485.344,,,
9,12,8,464,201,17,0,510.38,36.277,41002.75,39442.582,,,
9,12,9,619,220,19,1.5,744.366,39.969,59268.973,57039.785,,,
9,12,10,840,144,21,2.1,944.369,45.677,73208.945,70385.727,,,
9,12,11,875,136,21,5.1,1012.281,40.672,80562.094,77396.422,,,
9,12,12,875,135,22,3.6,1004.055,44.784,78236.359,75181.18,,,
9,12,13,864,129,22,4.6,929.36,41.314,73651.875,70808.602,,,
9,12,14,827,125,22,4.6,778.614,38.175,62396.691,60040.508,,,
9,12,15,746,122,19,4.1,572.412,31.485,46545.266,44795.207,,,
9,12,16,589,114,18,4.1,332.404,24.96,26255.016,25144.486,,,
9,12,17,0,117,17,2.6,111.119,19.038,9814.886,9110.271,,,
9,12,18,0,0,16,3.6,0,16,0,0,,,
9,12,19,0,0,15.1,3.3,0,15.1,0,0,,,
9,12,20,0,0,14.4,2.9,0,14.4,0,0,,,
9,12,21,0,0,13.8,2.6,0,13.8,0,0,,,
9,12,22,0,0,13.1,2.2,0,13.1,0,0,,,
9,12,23,0,0,12.7,1.9,0,12.7,0,0,,,
9,13,0,0,0,12,1.5,0,12,0,0,,,
9,13,1,0,0,11.8,2.7,0,11.8,0,0,,,
9,13,2,0,0,11.7,2.8,0,11.7,0,0,,,
9,13,3,0,0,11.5,0.9,0,11.5,0,0,,,
9,13,4,0,0,12,0.6,0,12,0,0,,,
9,13,5,0,0,12.5,0.4,0,12.5,0,0,,,
9,13,6,90,58,13,1,72.94,12.913,6103.723,5476.835,,,
9,13,7,33,143,14,0,154.227,18.427,13550.532,12762.506,,,
9,13,8,597,183,14,0,576.489,35.012,46520.895,44771.695,,,
9,13,9,843,107,17,2.6,800.147,36.571,64749.422,62295.313,,,
9,13,10,869,122,21,4.1,941.06,41.167,74662.711,71773.383,,,
9,13,11,875,133,22,3.1,1008.424,45.836,78151.984,75100.773,,,
9,13,12,875,132,23,4.1,999.846,44.701,77940.953,74899.664,,,
9,13,13,858,131,22,3.6,924.694,43.079,72621.289,69824.57,,,
9,13,14,828,122,22,3.6,774.525,39.72,61579.223,59256.582,,,
9,13,15,747,119,21,3.6,568.096,33.953,45616.379,43898.945,,,
9,13,16,585,112,21,3.1,327.419,28.609,25379.43,24293.051,,,
9,13,17,0,0,18,2.6,0,18,0,0,,,
9,13,18,0,0,16,1.5,0,16,0,0,,,
9,13,19,0,0,16,0,0,16,0,0,,,
9,13,20,0,0,15.3,0,0,15.3,0,0,,,
9,13,21,0,0,14.7,0,0,14.7,0,0,,,
9,13,22,0,0,14,0,0,14,0,0,,,
9,13,23,0,0,13.7,0,0,13.7,0,0,,,
9,14,0,0,0,13,0,0,13,0,0,,,
9,14,1,0,0,13,1.5,0,13,0,0,,,
9,14,2,0,0,13.4,0.8,0,13.4,0,0,,,
9,14,3,0,0,14,0,0,14,0,0,,,
9,14,4,0,0,13.5,0,0,13.5,0,0,,,
9,14,5,0,0,13,0,0,13,0,0,,,
9,14,6,348,43,13,1.5,107.565,14.016,7721.028,7060.897,,,
9,14,7,500,113,13,0,330.122,24.875,26762.082,25637.436,,,
9,14,8,765,106,16,0,605.127,39.05,47703.605,45912.418,,,
9,14,9,843,109,19,3.6,806.428,36.81,65181.125,62708.824,,,
9,14,10,840,143,21,4.6,942.555,40.235,75137.086,72226.008,,,
9,14,11,731,211,21,4.1,961.778,41.861,76081.023,73126.438,,,
9,14,12,773,185,22,4.6,962.728,41.905,76134.898,73177.82,,,
9,14,13,779,171,22,4.6,898.293,40.623,71440.406,68696.547,,,
9,14,14,797,140,22,4.1,767.875,38.758,61350.805,59037.492,,,
9,14,15,620,158,21,3.6,532.417,33.158,43027.883,41399.656,,,
9,14,16,337,145,20,3.1,268.096,26.133,21574.305,20589.576,,,
9,14,17,0,0,18,3.1,0,18,0,0,,,
9,14,18,0,0,17,2.1,0,17,0,0,,,
9,14,19,0,0,16,2.1,0,16,0,0,,,
9,14,20,0,0,15.4,1.1,0,15.4,0,0,,,
9,14,21,0,0,15,0,0,15,0,0,,,
9,14,22,0,0,14.2,0.9,0,14.2,0,0,,,
9,14,23,0,0,13.8,1.7,0,13.8,0,0,,,
9,15,0,0,0,13,2.6,0,13,0,0,,,
9,15,1,0,0,12.7,1.7,0,12.7,0,0,,,
9,15,2,0,0,12.3,0.9,0,12.3,0,0,,,
9,15,3,0,0,12,0,0,12,0,0,,,
9,15,4,0,0,12.5,0,0,12.5,0,0,,,
9,15,5,0,0,13,0,0,13,0,0,,,
9,15,6,0,43,13,0,40.855,10.776,3744.952,3164.806,,,
9,15,7,33,147,15,1.5,158.603,17.755,13980.729,13182.765,,,
9,15,8,12,197,17,0,198.29,24.204,17086.348,16214.592,,,
9,15,9,18,260,18,3.6,267.644,23.015,23204.51,22176.893,,,
9,15,10,286,384,19,3.6,675.496,33.241,55773.176,53681.621,,,
9,15,11,696,250,20,4.6,967.712,39.51,77469.094,74449.922,,,
9,15,12,809,170,20,5.1,981.202,39.118,78698.625,75621.648,,,
9,15,13,664,232,19,5.1,857.77,35.794,69894.383,67218.961,,,
9,15,14,798,138,20,4.6,764.874,35.768,62020.113,59679.41,,,
9,15,15,742,116,19,5.1,558.446,29.738,45724.879,44003.648,,,
9,15,16,570,119,19,3.1,326.012,26.552,25528.639,24438.166,,,
9,15,17,0,0,17,3.6,0,17,0,0,,,
9,15,18,0,0,17,2.1,0,17,0,0,,,
9,15,19,0,0,17,1.5,0,17,0,0,,,
9,15,20,0,0,16.7,1.2,0,16.7,0,0,,,
9,15,21,0,0,16.5,0.9,0,16.5,0,0,,,
9,15,22,0,0,16.2,0.6,0,16.2,0,0,,,
9,15,23,0,0,16.3,0.3,0,16.3,0,0,,,
9,16,0,0,0,16,0,0,16,0,0,,,
9,16,1,0,0,16,0,0,16,0,0,,,
9,16,2,0,0,16,0,0,16,0,0,,,
9,16,3,0,0,16,0,0,16,0,0,,,
9,16,4,0,0,15.5,0,0,15.5,0,0,,,
9,16,5,0,0,15.1,0,0,15.1,0,0,,,
9,16,6,0,29,16,0,27.491,13.306,2491.825,1935.67,,,
9,16,7,0,75,16,0,71.306,15.729,6393.601,5760.827,,,
9,16,8,17,209,16,1.5,213.578,20.522,18716.066,17804.152,,,
9,16,9,12,226,17,3.1,228.777,21.387,19986.236,19042.34,,,
9,16,10,89,347,17,3.1,434.364,26.278,37090.746,35657.73,,,
9,16,11,18,200,17,1.5,217.083,23.103,18817.936,17903.479,,,
9,16,12,350,391,19,3.1,760.472,35.745,62034.258,59692.977,,,
9,16,13,755,210,21,4.1,915.508,40.567,72829.297,70023.219,,,
9,16,14,823,119,21,5.1,762.242,35.883,61750.789,59421.129,,,
9,16,15,737,116,19,5.1,553.736,29.643,45341.402,43633.563,,,
9,16,16,544,112,18,5.1,308.406,23.579,24451.348,23390.258,,,
9,16,17,0,0,17,3.1,0,17,0,0,,,
9,16,18,0,0,16,3.1,0,16,0,0,,,
9,16,19,0,0,15,2.6,0,15,0,0,,,
9,16,20,0,0,16,1.5,0,16,0,0,,,
9,16,21,0,0,16,1.5,0,16,0,0,,,
9,16,22,0,0,16,2.6,0,16,0,0,,,
9,16,23,0,0,16,1.5,0,16,0,0,,,
9,17,0,0,0,16,0,0,16,0,0,,,
9,17,1,0,0,16,0,0,16,0,0,,,
9,17,2,0,0,16,1.5,0,16,0,0,,,
9,17,3,0,0,16,0,0,16,0,0,,,
9,17,4,0,0,16,0,0,16,0,0,,,
9,17,5,0,0,16,0,0,16,0,0,,,
9,17,6,0,40,16,0,37.988,13.801,3435.763,2861.591,,,
9,17,7,11,128,16,0,127.878,18.855,11267.898,10531.457,,,
9,17,8,0,96,16,0,91.399,18.394,8096.816,7428.822,,,
9,17,9,88,315,17,3.1,389.302,24.879,33438.5,32119.057,,,
9,17,10,36,356,18,2.6,395.206,27.287,33588.746,32264.73,,,
9,17,11,186,393,18,4.1,594.912,30.21,49861.039,47991.922,,,
9,17,12,561,290,19,4.1,867.429,37.305,70209.414,67520.117,,,
9,17,13,493,298,19,4.1,768.901,35.781,62663.914,60296.711,,,
9,17,14,229,310,19,5.1,494.283,28.513,41652.574,40070.734,,,
9,17,15,173,244,19,3.6,348.658,26.505,29455.529,28254.291,,,
9,17,16,0,121,18,4.1,116.815,19.818,10281.231,9566.487,,,
9,17,17,0,20,17,3.1,18.953,16.097,1696.6,1155.365,,,
9,17,18,0,0,17,0,0,17,0,0,,,
9,17,19,0,0,17,0,0,17,0,0,,,
9,17,20,0,0,16.7,0.5,0,16.7,0,0,,,
9,17,21,0,0,16.5,1,0,16.5,0,0,,,
9,17,22,0,0,16.2,1.6,0,16.2,0,0,,,
9,17,23,0,0,16.3,2.1,0,16.3,0,0,,,
9,18,0,0,0,16,2.6,0,16,0,0,,,
9,18,1,0,0,16.1,2.9,0,16.1,0,0,,,
9,18,2,0,0,16,3.1,0,16,0,0,,,
9,18,3,0,0,16,2.6,0,16,0,0,,,
9,18,4,0,0,15.5,1.7,0,15.5,0,0,,,
9,18,5,0,0,15.1,0.9,0,15.1,0,0,,,
9,18,6,0,28,16,0,26.541,13.263,2406.216,1851.677,,,
9,18,7,0,88,16,0,83.96,16.453,7503.596,6847.991,,,
9,18,8,6,164,16,0,161.858,20.929,14165.576,13363.319,,,
9,18,9,6,170,17,4.1,168.443,19.541,14841.966,14023.896,,,
9,18,10,0,224,17,3.1,217.073,20.994,19002.107,18083.043,,,
9,18,11,0,233,17,4.1,226.063,20.915,19796.207,18857.135,,,
9,18,12,0,237,18,3.6,230.05,22.228,20023.443,19078.602,,,
9,18,13,6,211,18,5.1,209.502,21.147,18325.686,17423.48,,,
9,18,14,0,154,17,4.6,147.918,19.037,13065.341,12288.441,,,
9,18,15,0,150,17,3.6,144.449,19.088,12755.924,11986.074,,,
9,18,16,66,136,17,2.1,157.298,19.858,13562.428,12774.127,,,
9,18,17,34,22,17,1.5,25.262,16.297,2086.26,1537.743,,,
9,18,18,0,0,16,2.1,0,16,0,0,,,
9,18,19,0,0,16,1.5,0,16,0,0,,,
9,18,20,0,0,15.5,1.2,0,15.5,0,0,,,
9,18,21,0,0,15.1,0.9,0,15.1,0,0,,,
9,18,22,0,0,14.6,0.6,0,14.6,0,0,,,
9,18,23,0,0,14.5,0.3,0,14.5,0,0,,,
9,19,0,0,0,14,0,0,14,0,0,,,
9,19,1,0,0,14,0.7,0,14,0,0,,,
9,19,2,0,0,14,1.4,0,14,0,0,,,
9,19,3,0,0,14,2.1,0,14,0,0,,,
9,19,4,0,0,14.2,1.4,0,14.2,0,0,,,
9,19,5,0,0,14.4,0.7,0,14.4,0,0,,,
9,19,6,0,39,16,0,37.045,13.735,3351.411,2778.862,,,
9,19,7,39,148,17,0,162.838,21.436,14096.717,13296.06,,,
9,19,8,29,222,18,1.5,234.653,23.527,20265.652,19314.641,,,
9,19,9,248,336,19,0,548.992,39.433,43891.66,42233.945,,,
9,19,10,560,291,20,4.1,839.308,37.611,67803.266,65218.977,,,
9,19,11,816,178,21,4.6,1001.051,41.457,79347.75,76240.023,,,
9,19,12,876,129,21,5.7,990.311,39.111,79427.063,76315.563,,,
9,19,13,859,122,21,3.1,906.569,42.739,71303.781,68566.016,,,
9,19,14,818,122,20,3.1,756.077,38.224,60516.363,58236.961,,,
9,19,15,733,118,19,4.1,547.936,30.923,44533.992,42854.16,,,
9,19,16,547,110,19,4.6,302.979,24.856,23768.693,22726.002,,,
9,19,17,272,16,18,3.6,46.854,18.228,2782.412,2220.745,,,
9,19,18,0,0,16,1.5,0,16,0,0,,,
9,19,19,0,0,15.1,1.7,0,15.1,0,0,,,
9,19,20,0,0,14.3,1.8,0,14.3,0,0,,,
9,19,21,0,0,13.8,2,0,13.8,0,0,,,
9,19,22,0,0,13,2.1,0,13,0,0,,,
9,19,23,0,0,12.7,1.8,0,12.7,0,0,,,
9,20,0,0,0,12,1.5,0,12,0,0,,,
9,20,1,0,0,11,1,0,11,0,0,,,
9,20,2,0,0,10,0.5,0,10,0,0,,,
9,20,3,0,0,9,0,0,9,0,0,,,
9,20,4,0,0,9,0,0,9,0,0,,,
9,20,5,0,0,9,0,0,9,0,0,,,
9,20,6,403,33,12,2.1,107.767,12.941,7459.191,6804.508,,,
9,20,7,608,78,14,0,342.349,26.314,27270.467,26131.57,,,
9,20,8,666,125,17,0,563.616,38.719,44548.609,42868.273,,,
9,20,9,707,162,19,2.1,754.779,38.594,60482.57,58204.539,,,
9,20,10,798,152,21,1.5,910.284,47.048,70057.289,67374.695,,,
9,20,11,810,162,21,4.1,977.495,42.122,77217.125,74209.727,,,
9,20,12,839,156,22,4.6,989.59,42.466,78028.719,74983.305,,,
9,20,13,713,192,22,4.6,853.947,39.786,68190.109,65589.078,,,
9,20,14,731,154,22,5.1,725.143,36.088,58681.281,56475.547,,,
9,20,15,722,121,21,4.1,542.958,32.738,43732.309,42080.051,,,
9,20,16,536,120,20,4.1,307.736,26.374,24031.996,22982.229,,,
9,20,17,258,16,18,3.6,45.463,18.207,2730.529,2169.848,,,
9,20,18,0,0,16,2.6,0,16,0,0,,,
9,20,19,0,0,16,2.6,0,16,0,0,,,
9,20,20,0,0,14,0,0,14,0,0,,,
9,20,21,0,0,13.8,0,0,13.8,0,0,,,
9,20,22,0,0,13.4,0,0,13.4,0,0,,,
9,20,23,0,0,13.3,0,0,13.3,0,0,,,
9,21,0,0,0,13,0,0,13,0,0,,,
9,21,1,0,0,13,0,0,13,0,0,,,
9,21,2,0,0,13,0,0,13,0,0,,,
9,21,3,0,0,13,0,0,13,0,0,,,
9,21,4,0,0,12.8,0,0,12.8,0,0,,,
9,21,5,0,0,12.8,0,0,12.8,0,0,,,
9,21,6,46,47,14,0,54.983,12.469,4736.474,4136.932,,,
9,21,7,514,126,18,0,350.217,30.112,27736.814,26584.76,,,
9,21,8,677,150,20,2.1,596.482,34.964,48065.828,46261.676,,,
9,21,9,248,326,22,2.6,538.759,35.289,43970.867,42310.434,,,
9,21,10,214,365,22,3.6,579.828,34.696,47534.137,45749,,,
9,21,11,24,327,20.2,3.9,344.663,27.58,29254.059,28058.643,,,
9,21,12,6,257,18,4.1,256.078,22.848,22224.598,21222.879,,,
9,21,13,85,355,19,3.6,437.446,27.958,37052.063,35620.277,,,
9,21,14,19,255,20,2.6,263.414,26.173,22497.275,21488.385,,,
9,21,15,0,144,21,3.1,138.711,23.42,12006.562,11253.64,,,
9,21,16,143,158,19,3.6,208.88,22.559,17539.865,16657.033,,,
9,21,17,66,20,18,2.1,27.441,17.577,2106.552,1557.655,,,
9,21,18,0,0,19,0,0,19,0,0,,,
9,21,19,0,0,18.4,0.3,0,18.4,0,0,,,
9,21,20,0,0,17.9,0.6,0,17.9,0,0,,,
9,21,21,0,0,17.6,0.9,0,17.6,0,0,,,
9,21,22,0,0,17.1,1.2,0,17.1,0,0,,,
9,21,23,0,0,17,1.5,0,17,0,0,,,
9,22,0,0,0,17,0,0,17,0,0,,,
9,22,1,0,0,17,1,0,17,0,0,,,
9,22,2,0,0,17,2.1,0,17,0,0,,,
9,22,3,0,0,17,3.1,0,17,0,0,,,
9,22,4,0,0,16.5,2.6,0,16.5,0,0,,,
9,22,5,0,0,16,2.1,0,16,0,0,,,
9,22,6,109,48,16,0,68.602,15.237,5542.348,4926.773,,,
9,22,7,83,145,17,0,178.648,22.474,15258.326,14430.438,,,
9,22,8,630,172,19,0,586.536,40.313,46056.09,44323.254,,,
9,22,9,737,162,21,1.5,778.309,43.048,60967.445,58669.746,,,
9,22,10,482,294,23,2.1,770.087,43.452,60395.715,58121.195,,,
9,22,11,732,215,24,2.6,961.576,47.567,73845.352,70993.289,,,
9,22,12,846,152,24,3.6,989.339,46.304,76473.234,73500.469,,,
9,22,13,787,157,26,4.1,875.208,45.049,68017.195,65423.66,,,
9,22,14,757,140,23,5.7,726.21,36.226,58698.059,56491.66,,,
9,22,15,724,115,22,4.6,534.006,32.9,42918.855,41294.332,,,
9,22,16,522,116,20,3.6,296.149,26.421,23059.182,22035.428,,,
9,22,17,234,13,18,3.6,39.865,18.052,2357.923,1804.296,,,
9,22,18,0,0,17,1.5,0,17,0,0,,,
9,22,19,0,0,16.9,1.8,0,16.9,0,0,,,
9,22,20,0,0,17,2.1,0,17,0,0,,,
9,22,21,0,0,16.8,1.6,0,16.8,0,0,,,
9,22,22,0,0,16.4,1.1,0,16.4,0,0,,,
9,22,23,0,0,16.3,0.5,0,16.3,0,0,,,
9,23,0,0,0,16,0,0,16,0,0,,,
9,23,1,0,0,16,0.7,0,16,0,0,,,
9,23,2,0,0,16,1.4,0,16,0,0,,,
9,23,3,0,0,16,2.1,0,16,0,0,,,
9,23,4,0,0,15.5,1.4,0,15.5,0,0,,,
9,23,5,0,0,15.1,0.7,0,15.1,0,0,,,
9,23,6,0,37,16,0,35.159,13.658,3181.941,2612.646,,,
9,23,7,11,127,16,0,127.397,18.795,11228.337,10492.772,,,
9,23,8,81,214,17,0,265.48,26.552,22545.439,21535.281,,,
9,23,9,519,263,20,2.1,705.797,37.466,56919.266,54783.09,,,
9,23,10,595,260,19,4.1,837.555,36.898,67896.867,65308.535,,,
9,23,11,312,384,19,4.6,719.407,33.815,59245.395,57017.152,,,
9,23,12,435,327,19,4.1,781.418,35.755,63734.352,61322.742,,,
9,23,13,659,224,19,5.1,835.571,35.06,68311.68,65705.383,,,
9,23,14,571,205,20,3.1,651.229,35.694,52828.055,50848.934,,,
9,23,15,673,136,20,2.6,525.394,33.142,42228.555,40627.375,,,
9,23,16,518,112,18,4.1,289.397,23.936,22745.977,21730.521,,,
9,23,17,224,12,17,2.6,37.8,17.049,2235.697,1684.372,,,
9,23,18,0,0,16,2.1,0,16,0,0,,,
9,23,19,0,0,15.9,2,0,15.9,0,0,,,
9,23,20,0,0,15.8,1.8,0,15.8,0,0,,,
9,23,21,0,0,16,1.7,0,16,0,0,,,
9,23,22,0,0,16,1.5,0,16,0,0,,,
9,23,23,0,0,16.2,0.8,0,16.2,0,0,,,
9,24,0,0,0,16,0,0,16,0,0,,,
9,24,1,0,0,15.7,0,0,15.7,0,0,,,
9,24,2,0,0,15.3,0,0,15.3,0,0,,,
9,24,3,0,0,15,0,0,15,0,0,,,
9,24,4,0,0,15,0,0,15,0,0,,,
9,24,5,0,0,15,0,0,15,0,0,,,
9,24,6,0,37,15,0,35.178,12.616,3198.375,2628.764,,,
9,24,7,0,52,16,0,49.349,14.772,4443.875,3850.094,,,
9,24,8,17,193,16,0,198.312,22.086,17251.217,16375.442,,,
9,24,9,35,254,17,0,283.833,27.88,24044.678,22994.57,,,
9,24,10,393,332,18,0,718.956,44.323,56135.438,54029.836,,,
9,24,11,240,372,19,3.6,636.583,33.359,52542.219,50573.836,,,
9,24,12,767,211,19,3.1,979.01,41.62,77525.344,74503.539,,,
9,24,13,702,235,20,4.1,883.172,39.341,70674.523,67964.68,,,
9,24,14,124,297,18,4.1,401.18,27.066,34062.328,32723.836,,,
9,24,15,58,208,17,4.6,241.145,21.3,20969.787,20000.713,,,
9,24,16,115,130,17,3.6,170.161,19.891,14459.644,13650.532,,,
9,24,17,48,13,16.2,2.4,18.521,15.376,1418.649,882.575,,,
9,24,18,0,0,15.9,1.2,0,15.9,0,0,,,
9,24,19,0,0,16,0,0,16,0,0,,,
9,24,20,0,0,15.6,0.4,0,15.6,0,0,,,
9,24,21,0,0,15.4,0.8,0,15.4,0,0,,,
9,24,22,0,0,15,1.1,0,15,0,0,,,
9,24,23,0,0,15,1.5,0,15,0,0,,,
9,25,0,0,0,15,0,0,15,0,0,,,
9,25,1,0,0,15,0,0,15,0,0,,,
9,25,2,0,0,15,0,0,15,0,0,,,
9,25,3,0,0,15,0,0,15,0,0,,,
9,25,4,0,0,14.5,0,0,14.5,0,0,,,
9,25,5,0,0,14.1,0,0,14.1,0,0,,,
9,25,6,36,44,15,0,49.19,13.254,4252.37,3662.344,,,
9,25,7,77,151,15,0,183.008,20.416,15805.901,14965.003,,,
9,25,8,191,232,16,0,360.21,29.582,30052.936,28834.344,,,
9,25,9,18,195,17,0,203.158,26.292,17342.957,16464.941,,,
9,25,10,30,275,17,0,305.54,28.746,25787.537,24689.938,,,
9,25,11,726,247,18,3.1,986.588,40.071,78750.18,75670.766,,,
9,25,12,840,156,19,3.6,983.484,41.403,77962.703,74920.391,,,
9,25,13,586,272,18,4.6,816.606,35.024,66775.297,64235.219,,,
9,25,14,12,226,18,3.6,229.176,23.546,19818.086,18878.457,,,
9,25,15,0,138,17,2.6,133.041,19.293,11737.44,10990.546,,,
9,25,16,0,101,16,4.1,97.841,16.917,8725.893,8044.617,,,
9,25,17,0,9,16,3.1,8.514,14.774,766.704,242.619,,,
9,25,18,0,0,15,2.1,0,15,0,0,,,
9,25,19,0,0,15,1.5,0,15,0,0,,,
9,25,20,0,0,14.7,1.2,0,14.7,0,0,,,
9,25,21,0,0,14.5,0.9,0,14.5,0,0,,,
9,25,22,0,0,14.2,0.6,0,14.2,0,0,,,
9,25,23,0,0,14.3,0.3,0,14.3,0,0,,,
9,26,0,0,0,14,0,0,14,0,0,,,
9,26,1,0,0,14,0,0,14,0,0,,,
9,26,2,0,0,14,0,0,14,0,0,,,
9,26,3,0,0,14,0,0,14,0,0,,,
9,26,4,0,0,14.5,0,0,14.5,0,0,,,
9,26,5,0,0,15,0,0,15,0,0,,,
9,26,6,0,15,14.8,0,14.198,11.448,1297.625,763.788,,,
9,26,7,0,52,15,0,49.349,13.417,4470.871,3876.56,,,
9,26,8,17,197,16,0,202.585,22.254,17609.488,16724.949,,,
9,26,9,29,274,17,1.5,300.601,24.588,25867.279,24767.479,,,
9,26,10,310,359,18,2.1,672.074,34.769,55069.625,53005.227,,,
9,26,11,36,312,18,2.1,352.433,27.727,29892.178,28678.27,,,
9,26,12,272,370,18,4.1,661.125,31.527,55052.711,52988.961,,,
9,26,13,366,317,18,4.6,662.071,31.343,55135.453,53068.52,,,
9,26,14,311,284,18,2.6,532.319,31.369,44182.168,42514.469,,,
9,26,15,52,197,18,3.6,226.471,22.842,19555.316,18622.338,,,
9,26,16,110,127,17.2,2.9,165.355,20.182,14032.325,13233.163,,,
9,26,17,41,10,16,2.1,14.661,15.034,1109.563,579.193,,,
9,26,18,0,0,16,2.1,0,16,0,0,,,
9,26,19,0,0,16,1.5,0,16,0,0,,,
9,26,20,0,0,15.6,1.5,0,15.6,0,0,,,
9,26,21,0,0,15.4,1.5,0,15.4,0,0,,,
9,26,22,0,0,15,1.5,0,15,0,0,,,
9,26,23,0,0,15,1.5,0,15,0,0,,,
9,27,0,0,0,15,0,0,15,0,0,,,
9,27,1,0,0,15,0,0,15,0,0,,,
9,27,2,0,0,15,0,0,15,0,0,,,
9,27,3,0,0,15,0,0,15,0,0,,,
9,27,4,0,0,15,0,0,15,0,0,,,
9,27,5,0,0,15,0,0,15,0,0,,,
9,27,6,0,33,15,0,31.313,12.438,2849.291,2286.351,,,
9,27,7,27,133,15,3.6,143.696,16.773,12731.837,11962.534,,,
9,27,8,104,228,16,1.5,295.513,23.205,25474.701,24385.711,,,
9,27,9,0,136,17,0,130.395,22.884,11314.934,10577.449,,,
9,27,10,18,290,18,1.5,300.989,25.316,25821.137,24722.611,,,
9,27,11,12,248,18.2,2.6,253.274,23.73,21890.959,20897.977,,,
9,27,12,157,369,18,3.6,539.521,29.224,45430.055,43719.121,,,
9,27,13,696,237,19,3.6,875.443,38.162,70462.422,67761.953,,,
9,27,14,572,205,19,3.6,646.712,33.915,52893.238,50911.664,,,
9,27,15,456,173,19,3.1,436.207,29.332,35849.629,34455.766,,,
9,27,16,293,137,18,3.1,236.336,23.136,19168.494,18245.256,,,
9,27,17,105,9,17,3.1,21.649,16.475,1402.811,867.029,,,
9,27,18,0,0,17,0,0,17,0,0,,,
9,27,19,0,0,17,0,0,17,0,0,,,
9,27,20,0,0,17,1.5,0,17,0,0,,,
9,27,21,0,0,16.7,1.1,0,16.7,0,0,,,
9,27,22,0,0,14.3,0,0,14.3,0,0,,,
9,27,23,0,0,14,0,0,14,0,0,,,
9,28,0,0,0,13.7,0,0,13.7,0,0,,,
9,28,1,0,0,14.3,1.8,0,14.3,0,0,,,
9,28,2,0,0,12,1.3,0,12,0,0,,,
9,28,3,0,0,11.7,0,0,11.7,0,0,,,
9,28,4,0,0,12.3,0,0,12.3,0,0,,,
9,28,5,0,0,16,0,0,16,0,0,,,
9,28,6,0,27,16,0,25.599,13.232,2321.085,1768.153,,,
9,28,7,379,129,16,0,297.644,25.862,24231.398,23176.256,,,
9,28,8,335,218,17.5,1.3,442.606,29.947,36737.324,35315.516,,,
9,28,9,583,217,19,2.6,707.6,35.969,57461.586,55304.125,,,
9,28,10,679,213,20.2,3.1,865.399,40.411,68916.563,66283.953,,,
9,28,11,840,152,20.8,3.6,986.974,42.966,77621.977,74595.648,,,
9,28,12,792,168,21,4.1,945.967,41.62,74901.602,72001.336,,,
9,28,13,715,182,22,4.1,833.402,40.202,66381.719,63858.461,,,
9,28,14,610,179,22,3.6,648.817,36.82,52280.281,50321.715,,,
9,28,15,587,135,21,4.1,466.183,30.965,37809.574,36353.621,,,
9,28,16,360,126,19,3.6,245.139,24.119,19528.178,18595.885,,,
9,28,17,122,8,17,2.6,22.266,16.521,1371.756,836.549,,,
9,28,18,0,0,16,2.1,0,16,0,0,,,
9,28,19,0,0,16,2.6,0,16,0,0,,,
9,28,20,0,0,16,0,0,16,0,0,,,
9,28,21,0,0,16.2,1.6,0,16.2,0,0,,,
9,28,22,0,0,17.4,1.6,0,17.4,0,0,,,
9,28,23,0,0,17.6,1.2,0,17.6,0,0,,,
9,29,0,0,0,18.8,2.3,0,18.8,0,0,,,
9,29,1,0,0,19,4.9,0,19,0,0,,,
9,29,2,0,0,20.2,5.9,0,20.2,0,0,,,
9,29,3,0,0,21.4,7.5,0,21.4,0,0,,,
9,29,4,0,0,22.6,8.1,0,22.6,0,0,,,
9,29,5,0,0,23.8,9.1,0,23.8,0,0,,,
9,29,6,135,41,27,8.7,66.783,27.153,4950.47,4346.694,,,
9,29,7,548,103,31,8.7,342.832,35.17,26332.889,25220.197,,,
9,29,8,548,159,33,11.3,520.545,38.853,41172.789,39606.965,,,
9,29,9,707,159,35,10.3,748.156,44.261,58226.258,56038.598,,,
9,29,10,750,178,37,8.2,891.915,50.03,67561.219,64987.379,,,
9,29,11,846,145,38,9.8,983.853,50.96,74200.016,71331.813,,,
9,29,12,725,199,32,5.7,919.619,48.919,70105.906,67421.172,,,
