PVWatts: Hourly PV Performance Data,,,,,,,,,,,,
Requested Location:,thousand oaks california,,,,,,,,,,,
Location:,"CAMARILLO (AWOS), CA",,,,,,,,,,,
Lat (deg N):,34.22,,,,,,,,,,,
Long (deg W):,119.08,,,,,,,,,,,
Elev (m):,23,,,,,,,,,,,
DC System Size (kW):,10,,,,,,,,,,,
Module Type:,Standard,,,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,,,
System Losses:,14.08,,,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.118,,,,,,,,,,,
Capacity Factor (%),"18.0	",,,,,,,,,,,
,,,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),,
10,1,15,604,161,18,5.1,497.064,27.09,4105.714,3949.516,,
10,1,16,399,113,17,4.1,242.286,21.852,1926.39,1833.827,,
10,1,17,109,4,16,2.6,16.227,15.338,90.328,37.67,,
10,1,18,0,0,15,1.5,0,15,0,0,,
10,1,19,0,0,15,0,0,15,0,0,,
10,1,20,0,0,15,1.5,0,15,0,0,,
10,1,21,0,0,14,2.1,0,14,0,0,,
10,1,22,0,0,13,1.5,0,13,0,0,,
10,1,23,0,0,12,3.1,0,12,0,0,,
10,2,0,0,0,13,3.1,0,13,0,0,,
10,2,1,0,0,12,2.1,0,12,0,0,,
10,2,2,0,0,12,2.6,0,12,0,0,,
10,2,3,0,0,9,2.6,0,9,0,0,,
10,2,4,0,0,9,0,0,9,0,0,,
10,2,5,0,0,11,2.1,0,11,0,0,,
10,2,6,195,36,12,4.1,74.518,12.063,566.284,504.484,,
10,2,7,585,93,16,3.1,347.498,22.848,2820.352,2703.822,,
10,2,8,709,112,18,0,573.702,40.028,4497.405,4327.898,,
10,2,9,806,123,19,2.6,782.581,38.087,6281.554,6044.208,,
10,2,10,827,136,20,4.1,908.636,39.493,7267.953,6988.019,,
10,2,11,882,134,21,5.7,1001.257,39.181,8026.878,7711.716,,
10,2,12,702,229,21,5.1,924.863,39.105,7416.53,7129.868,,
10,2,13,807,160,20,5.1,881.325,37.157,7125.395,6851.839,,
10,2,14,711,144,21,5.7,677.886,33.347,5548.049,5340.025,,
10,2,15,579,143,19,5.7,463.579,27.179,3822.683,3675.748,,
10,2,16,370,128,18,6.2,247.012,21.723,1981.059,1887.116,,
10,2,17,94,3,17,4.1,13.458,16.32,72.779,20.441,,
10,2,18,0,0,16,0,0,16,0,0,,
10,2,19,0,0,14,0,0,14,0,0,,
10,2,20,0,0,14,2.1,0,14,0,0,,
10,2,21,0,0,12,0,0,12,0,0,,
10,2,22,0,0,12,2.1,0,12,0,0,,
10,2,23,0,0,12,0,0,12,0,0,,
10,3,0,0,0,11,3.6,0,11,0,0,,
10,3,1,0,0,10,2.6,0,10,0,0,,
10,3,2,0,0,10,2.1,0,10,0,0,,
10,3,3,0,0,10,1.5,0,10,0,0,,
10,3,4,0,0,8,2.6,0,8,0,0,,
10,3,5,0,0,9,2.1,0,9,0,0,,
10,3,6,341,27,10,1.5,91.509,10.474,641.113,577.8,,
10,3,7,649,61,16,3.6,339.345,22.384,2733.598,2619.524,,
10,3,8,784,86,18,2.1,590.313,32.812,4789.313,4609.516,,
10,3,9,824,115,21,2.6,787.304,40.182,6252.326,6016.186,,
10,3,10,857,128,22,2.1,925.801,46.302,7150.622,6875.943,,
10,3,11,810,170,23,5.7,969.832,40.655,7717.227,7416.697,,
10,3,12,696,212,23,5.1,899.982,40.593,7162.739,6887.52,,
10,3,13,752,170,23,5.1,843.277,39.41,6741.119,6484.381,,
10,3,14,774,126,22,5.1,701.56,35.622,5674.281,5461.354,,
10,3,15,640,114,21,4.1,466.317,31.073,3760.693,3615.746,,
10,3,16,461,116,19,3.6,261.347,24.485,2035.443,1940.115,,
10,3,17,107,2,17,2.1,13.611,16.357,67.558,15.316,,
10,3,18,0,0,16,1.5,0,16,0,0,,
10,3,19,0,0,16,0,0,16,0,0,,
10,3,20,0,0,14,1.5,0,14,0,0,,
10,3,21,0,0,14,1.5,0,14,0,0,,
10,3,22,0,0,13,1.5,0,13,0,0,,
10,3,23,0,0,12,0,0,12,0,0,,
10,4,0,0,0,12,0,0,12,0,0,,
10,4,1,0,0,12,0,0,12,0,0,,
10,4,2,0,0,11,3.1,0,11,0,0,,
10,4,3,0,0,10,2.6,0,10,0,0,,
10,4,4,0,0,9,0,0,9,0,0,,
10,4,5,0,0,9,0,0,9,0,0,,
10,4,6,355,25,11,0,91.763,11.023,633.764,570.6,,
10,4,7,627,65,16,0,334.851,27.858,2632.725,2521.471,,
10,4,8,749,95,18,2.6,577.686,31.586,4716.631,4539.427,,
10,4,9,812,114,21,2.6,775.841,39.881,6170.329,5937.558,,
10,4,10,833,132,22,4.6,907.308,40.479,7220.733,6942.921,,
10,4,11,870,133,22,5.1,985.553,41.111,7823.874,7518.345,,
10,4,12,883,122,22,5.1,963.767,40.82,7660.668,7362.772,,
10,4,13,844,130,23,4.6,872.863,41.119,6915.833,6651.518,,
10,4,14,737,138,23,4.6,686.211,37.229,5506.315,5299.9,,
10,4,15,727,101,22,3.1,496.18,33.782,3937.71,3787.046,,
10,4,16,433,116,21,3.6,251.835,26.35,1948.009,1854.901,,
10,4,17,92,2,18,2.6,12.039,17.3,60.837,8.717,,
10,4,18,0,0,17,1.5,0,17,0,0,,
10,4,19,0,0,17,2.1,0,17,0,0,,
10,4,20,0,0,16,0,0,16,0,0,,
10,4,21,0,0,15,0,0,15,0,0,,
10,4,22,0,0,13,2.1,0,13,0,0,,
10,4,23,0,0,13,2.6,0,13,0,0,,
10,5,0,0,0,12,0,0,12,0,0,,
10,5,1,0,0,12,0,0,12,0,0,,
10,5,2,0,0,11,2.1,0,11,0,0,,
10,5,3,0,0,11,0,0,11,0,0,,
10,5,4,0,0,9,2.1,0,9,0,0,,
10,5,5,0,0,10,0,0,10,0,0,,
10,5,6,369,23,12,0,91.801,12.083,623.057,560.111,,
10,5,7,610,67,15,0,329.789,26.685,2609.375,2498.769,,
10,5,8,789,88,19,0,594.331,41.548,4615.354,4441.728,,
10,5,9,830,106,23,3.1,780.293,40.978,6170.468,5937.69,,
10,5,10,827,139,23,4.1,908.253,42.406,7157.517,6882.531,,
10,5,11,780,182,24,4.1,956.841,44.612,7460.791,7172.108,,
10,5,12,853,137,24,4.1,957.388,44.713,7459.431,7170.811,,
10,5,13,838,125,23,4.6,860.242,40.857,6824.298,6563.966,,
10,5,14,788,121,23,3.6,701.886,39.005,5578.796,5369.583,,
10,5,15,682,108,22,2.6,478.22,34.116,3790.897,3644.983,,
10,5,16,378,120,21,2.6,238.62,26.679,1856.762,1765.94,,
10,5,17,73,1,19,0,8.842,19.435,41.547,0,,
10,5,18,0,0,17,2.1,0,17,0,0,,
10,5,19,0,0,17,2.1,0,17,0,0,,
10,5,20,0,0,16,0,0,16,0,0,,
10,5,21,0,0,14,0,0,14,0,0,,
10,5,22,0,0,13,2.1,0,13,0,0,,
10,5,23,0,0,13,0,0,13,0,0,,
10,6,0,0,0,14,0,0,14,0,0,,
10,6,1,0,0,11,2.1,0,11,0,0,,
10,6,2,0,0,11,2.6,0,11,0,0,,
10,6,3,0,0,13,0,0,13,0,0,,
10,6,4,0,0,12,2.1,0,12,0,0,,
10,6,5,0,0,11,2.1,0,11,0,0,,
10,6,6,292,27,14,0,83.199,13.743,584.916,522.742,,
10,6,7,658,57,21,1.5,337.732,29.191,2629.023,2517.873,,
10,6,8,754,92,31,5.1,576.301,41.566,4475.681,4306.927,,
10,6,9,835,115,33,9.8,793.073,43.148,6202.282,5968.201,,
10,6,10,875,119,34,9.3,928.088,46.496,7160.174,6885.069,,
10,6,11,882,125,36,7.7,977.446,50.979,7369.787,7085.25,,
10,6,12,871,128,28,7.2,962.288,43.297,7552.296,7259.415,,
10,6,13,851,121,28,5.1,864.76,44.944,6717.045,6461.342,,
10,6,14,826,112,28,5.1,714.586,41.958,5592.558,5382.812,,
10,6,15,677,107,25,4.6,472.694,34.675,3734.311,3590.207,,
10,6,16,438,117,24,3.1,251.771,29.632,1912.227,1820.019,,
10,6,17,77,1,22,2.6,9.259,21.323,42.848,0,,
10,6,18,0,0,22,0,0,22,0,0,,
10,6,19,0,0,20,0,0,20,0,0,,
10,6,20,0,0,18,0,0,18,0,0,,
10,6,21,0,0,16,4.6,0,16,0,0,,
10,6,22,0,0,17,1.5,0,17,0,0,,
10,6,23,0,0,17,1.5,0,17,0,0,,
10,7,0,0,0,17,1.5,0,17,0,0,,
10,7,1,0,0,17,0,0,17,0,0,,
10,7,2,0,0,19,4.1,0,19,0,0,,
10,7,3,0,0,16.5,2.1,0,16.5,0,0,,
10,7,4,0,0,14,0,0,14,0,0,,
10,7,5,0,0,15.1,0,0,15.1,0,0,,
10,7,6,346,23,17,0,87.781,17.222,586.114,523.916,,
10,7,7,668,55,20,0,339.251,31.975,2602.716,2492.294,,
10,7,8,737,97,24,2.1,571.957,38.252,4517.782,4347.568,,
10,7,9,741,145,26,2.1,753.834,45.383,5829.272,5610.243,,
10,7,10,869,121,28,2.6,923.519,50.516,6974.961,6708.055,,
10,7,11,834,154,28,5.7,969.402,45.682,7516.363,7225.134,,
10,7,12,865,130,27,5.7,956.955,44.514,7463.175,7174.384,,
10,7,13,851,119,28,5.1,860.402,44.854,6685.693,6431.335,,
10,7,14,777,123,27,3.1,692.142,43.533,5373.829,5172.477,,
10,7,15,652,113,26,2.6,464.212,37.72,3613.155,3472.884,,
10,7,16,391,101,25,2.1,221.69,30.685,1671.595,1585.319,,
10,7,17,61,0,23,0,6.349,23.251,25.104,0,,
10,7,18,0,0,21,0,0,21,0,0,,
10,7,19,0,0,19,3.6,0,19,0,0,,
10,7,20,0,0,18,2.6,0,18,0,0,,
10,7,21,0,0,17,1.5,0,17,0,0,,
10,7,22,0,0,16,0,0,16,0,0,,
10,7,23,0,0,16,0,0,16,0,0,,
10,8,0,0,0,15,0,0,15,0,0,,
10,8,1,0,0,16,0,0,16,0,0,,
10,8,2,0,0,13,2.1,0,13,0,0,,
10,8,3,0,0,13,0,0,13,0,0,,
10,8,4,0,0,12,2.1,0,12,0,0,,
10,8,5,0,0,12,0,0,12,0,0,,
10,8,6,262,25,13,0,76.175,12.818,540.841,479.552,,
10,8,7,553,79,16.1,0,318.44,27.21,2523.636,2415.39,,
10,8,8,765,91,19,0,580.595,41.029,4519.543,4349.267,,
10,8,9,823,107,22,2.6,772.776,40.789,6115.618,5885.08,,
10,8,10,791,146,22,4.6,879.638,39.922,7019.536,6750.668,,
10,8,11,798,167,21,4.6,947.651,40.463,7547.24,7254.591,,
10,8,12,750,182,22,5.1,910.141,39.747,7273.373,6993.195,,
10,8,13,747,154,21,3.6,812.459,39.528,6488.109,6242.145,,
10,8,14,702,147,21,3.1,663.439,36.896,5329.085,5129.428,,
10,8,15,614,117,20,3.6,447.14,30.064,3614.761,3474.44,,
10,8,16,213,109,17,3.6,178.201,20.548,1458.339,1377.139,,
10,8,17,0,0,16,2.1,0,16,0,0,,
10,8,18,0,0,16,2.1,0,16,0,0,,
10,8,19,0,0,16,1.5,0,16,0,0,,
10,8,20,0,0,16,0,0,16,0,0,,
10,8,21,0,0,16,0,0,16,0,0,,
10,8,22,0,0,16,1.5,0,16,0,0,,
10,8,23,0,0,16,2.1,0,16,0,0,,
10,9,0,0,0,16,1.5,0,16,0,0,,
10,9,1,0,0,16,1.5,0,16,0,0,,
10,9,2,0,0,16,2.6,0,16,0,0,,
10,9,3,0,0,16,0,0,16,0,0,,
10,9,4,0,0,16,2.6,0,16,0,0,,
10,9,5,0,0,16,0,0,16,0,0,,
10,9,6,0,20,16,2.1,18.946,14.581,170.753,116.61,,
10,9,7,0,87,16,2.6,83.766,16.405,748.789,683.262,,
10,9,8,46,207,17,0,239.355,25.116,2049.318,1953.635,,
10,9,9,565,233,18,1.5,704.883,36.99,5692.817,5479.165,,
10,9,10,720,183,20,3.6,859.661,39.141,6887.508,6624.428,,
10,9,11,690,222,19,4.6,909.303,37.664,7344.72,7061.32,,
10,9,12,787,172,21,4.6,931.539,40.194,7427.204,7140.056,,
10,9,13,790,136,20,3.6,823.333,38.833,6596.769,6346.206,,
10,9,14,822,108,21,3.6,700.709,36.939,5619.96,5409.151,,
10,9,15,709,102,19,4.6,477.955,28.692,3875.605,3726.961,,
10,9,16,397,100,18,2.1,220.298,23.646,1711.108,1623.873,,
10,9,17,0,0,16,3.6,0,16,0,0,,
10,9,18,0,0,16,3.1,0,16,0,0,,
10,9,19,0,0,16,2.1,0,16,0,0,,
10,9,20,0,0,16,0,0,16,0,0,,
10,9,21,0,0,16,1.5,0,16,0,0,,
10,9,22,0,0,16,3.1,0,16,0,0,,
10,9,23,0,0,15,2.1,0,15,0,0,,
10,10,0,0,0,15,0,0,15,0,0,,
10,10,1,0,0,15,0,0,15,0,0,,
10,10,2,0,0,15.5,1.1,0,15.5,0,0,,
10,10,3,0,0,16,2.1,0,16,0,0,,
10,10,4,0,0,16,2.1,0,16,0,0,,
10,10,5,0,0,16,2.1,0,16,0,0,,
10,10,6,0,14,16,3.1,13.249,14.631,119.384,66.192,,
10,10,7,5,102,16,1.5,101.179,16.941,900.506,831.785,,
10,10,8,11,173,17,2.6,175.906,20.006,1545.359,1462.108,,
10,10,9,0,135,17,3.1,129.666,18.922,1145.919,1071.849,,
10,10,10,190,346,17,4.6,538.9,26.89,4586.857,4414.23,,
10,10,11,504,299,18,1.5,812.985,40.932,6459.845,6215.069,,
10,10,12,696,211,19,3.1,888.234,40,7088.994,6817.056,,
10,10,13,717,162,19.1,4.1,792.388,36.408,6426.656,6183.271,,
10,10,14,628,190,19,5.1,650.667,31.548,5368.323,5167.18,,
10,10,15,288,173,18,4.1,332.008,25.111,2784.273,2668.768,,
10,10,16,251,139,17,2.6,221.681,21.822,1808.87,1719.236,,
10,10,17,0,0,16,1.5,0,16,0,0,,
10,10,18,0,0,16,2.6,0,16,0,0,,
10,10,19,0,0,16,2.1,0,16,0,0,,
10,10,20,0,0,16,1.5,0,16,0,0,,
10,10,21,0,0,16,1.5,0,16,0,0,,
10,10,22,0,0,16,0,0,16,0,0,,
10,10,23,0,0,16,0,0,16,0,0,,
10,11,0,0,0,16,2.1,0,16,0,0,,
10,11,1,0,0,16,3.1,0,16,0,0,,
10,11,2,0,0,16,2.1,0,16,0,0,,
10,11,3,0,0,14,1.5,0,14,0,0,,
10,11,4,0,0,14,0,0,14,0,0,,
10,11,5,0,0,16,0,0,16,0,0,,
10,11,6,0,10,16,0,9.457,12.5,86.032,33.453,,
10,11,7,0,37,16,0,35.071,13.742,317.271,260.359,,
10,11,8,34,197,17,2.1,221.551,21.219,1932.747,1840.024,,
10,11,9,223,290,19,3.6,481.829,28.869,4055.194,3900.671,,
10,11,10,607,246,19,4.1,820.796,36.116,6676.74,6422.766,,
10,11,11,708,221,19,2.6,922.273,41.986,7288.19,7007.345,,
10,11,12,581,242,19,3.1,810.881,38.52,6520.233,6272.914,,
10,11,13,521,249,20,4.1,716.948,35.568,5841.627,5622.107,,
10,11,14,157,266,19,3.1,390.895,28.452,3291.087,3160.743,,
10,11,15,477,167,19,3.6,423.615,27.948,3478.63,3342.552,,
10,11,16,118,109,18,4.1,150.022,20.7,1255.975,1179.435,,
10,11,17,0,0,17,2.6,0,17,0,0,,
10,11,18,0,0,17,1.5,0,17,0,0,,
10,11,19,0,0,16,0,0,16,0,0,,
10,11,20,0,0,15,0,0,15,0,0,,
10,11,21,0,0,14,0,0,14,0,0,,
10,11,22,0,0,13,2.1,0,13,0,0,,
10,11,23,0,0,13,0,0,13,0,0,,
10,12,0,0,0,13,0,0,13,0,0,,
10,12,1,0,0,12,2.6,0,12,0,0,,
10,12,2,0,0,12,1.5,0,12,0,0,,
10,12,3,0,0,11,0,0,11,0,0,,
10,12,4,0,0,11,0,0,11,0,0,,
10,12,5,0,0,12,2.1,0,12,0,0,,
10,12,6,0,9,13,3.6,8.51,11.537,77.748,25.319,,
10,12,7,22,105,16,0,114.448,17.773,1008.988,937.93,,
10,12,8,350,236,17,1.5,471.161,29.099,3923.73,3773.522,,
10,12,9,82,280,18,2.1,352.421,27.092,2994.685,2873.135,,
10,12,10,315,339,20,3.1,652.623,34.591,5350.738,5150.261,,
10,12,11,18,263,19,4.6,275.301,24.48,2371.068,2266.955,,
10,12,12,85,354,19,2.1,446.125,29.902,3744.127,3599.71,,
10,12,13,80,315,18,4.1,392.951,26.003,3358.254,3225.871,,
10,12,14,13,213,18,3.1,218.735,22.61,1899.351,1807.466,,
10,12,15,256,200,19,2.6,339.919,26.452,2840.088,2722.995,,
10,12,16,172,107,17,2.6,162.598,20.36,1340.802,1262.327,,
10,12,17,0,0,16,3.1,0,16,0,0,,
10,12,18,0,0,16,2.6,0,16,0,0,,
10,12,19,0,0,16,2.6,0,16,0,0,,
10,12,20,0,0,16,1.5,0,16,0,0,,
10,12,21,0,0,16,0,0,16,0,0,,
10,12,22,0,0,16,0,0,16,0,0,,
10,12,23,0,0,16,0,0,16,0,0,,
10,13,0,0,0,16,1.5,0,16,0,0,,
10,13,1,0,0,15,2.1,0,15,0,0,,
10,13,2,0,0,14,0,0,14,0,0,,
10,13,3,0,0,14,0,0,14,0,0,,
10,13,4,0,0,14,0,0,14,0,0,,
10,13,5,0,0,13,2.1,0,13,0,0,,
10,13,6,153,28,13,2.6,61.182,12.712,467.681,407.844,,
10,13,7,0,86,13,2.1,83.029,13.491,751.974,686.38,,
10,13,8,11,178,13,0,181.48,18.714,1603.803,1519.159,,
10,13,9,12,209,15,2.6,213.841,19.177,1887.057,1795.48,,
10,13,10,113,345,16,1.5,459.133,28.153,3884.958,3736.01,,
10,13,11,240,369,18,2.6,620.068,32.94,5127.474,4935.361,,
10,13,12,85,361,18,4.6,454.168,27.056,3863.805,3715.542,,
10,13,13,86,319,17,4.1,402.572,25.228,3452.899,3317.616,,
10,13,14,19,225,17,3.6,235.605,21.748,2053.569,1957.777,,
10,13,15,304,195,16,2.1,362.499,24.613,3046.8,2923.728,,
10,13,16,186,113,16,2.1,173.786,20.018,1433.707,1353.082,,
10,13,17,0,0,16,3.6,0,16,0,0,,
10,13,18,0,0,15,2.6,0,15,0,0,,
10,13,19,0,0,15,2.6,0,15,0,0,,
10,13,20,0,0,15,0,0,15,0,0,,
10,13,21,0,0,15,1.5,0,15,0,0,,
10,13,22,0,0,15,2.1,0,15,0,0,,
10,13,23,0,0,14,0,0,14,0,0,,
10,14,0,0,0,14,0,0,14,0,0,,
10,14,1,0,0,14,2.1,0,14,0,0,,
10,14,2,0,0,15,0,0,15,0,0,,
10,14,3,0,0,15,1.5,0,15,0,0,,
10,14,4,0,0,15,2.1,0,15,0,0,,
10,14,5,0,0,14,2.1,0,14,0,0,,
10,14,6,34,24,14,0,31.036,11.4,263.958,208.063,,
10,14,7,0,86,14,0,83.107,14.378,749.702,684.155,,
10,14,8,40,209,15,0,239.159,23.092,2067.728,1971.573,,
10,14,9,247,283,16,0,492.604,34.674,4029.41,3875.739,,
10,14,10,464,278,18,1.5,726.166,38.46,5838.631,5619.23,,
10,14,11,348,339,18,4.6,698.274,32.189,5794.838,5577.172,,
10,14,12,206,369,17,5.1,584.369,28.113,4945.642,4760.205,,
10,14,13,252,306,17,2.1,534.775,31.164,4454.936,4286.899,,
10,14,14,567,180,18,5.1,591.962,29.008,4940.77,4755.51,,
10,14,15,495,138,16,2.6,398.849,25.953,3291.234,3160.885,,
10,14,16,244,113,16,2.1,190.414,20.584,1545.804,1462.542,,
10,14,17,0,0,16,0,0,16,0,0,,
10,14,18,0,0,15,0,0,15,0,0,,
10,14,19,0,0,15,0,0,15,0,0,,
10,14,20,0,0,15,0,0,15,0,0,,
10,14,21,0,0,15,0,0,15,0,0,,
10,14,22,0,0,15,0,0,15,0,0,,
10,14,23,0,0,15,2.1,0,15,0,0,,
10,15,0,0,0,14,3.1,0,14,0,0,,
10,15,1,0,0,14,2.1,0,14,0,0,,
10,15,2,0,0,14,2.6,0,14,0,0,,
10,15,3,0,0,14,0,0,14,0,0,,
10,15,4,0,0,14,2.6,0,14,0,0,,
10,15,5,0,0,13,2.6,0,13,0,0,,
10,15,6,0,10,13,3.1,9.458,11.476,86.427,33.84,,
10,15,7,0,57,14,3.1,54.098,13.61,489.696,429.424,,
10,15,8,0,128,15,0,123.675,17.846,1098.345,1025.33,,
10,15,9,0,119,16,1.5,113.957,17.791,1012.295,941.165,,
10,15,10,0,132,16,2.6,126.642,17.78,1125.036,1051.431,,
10,15,11,0,168,17,2.6,162.329,19.736,1429.235,1348.714,,
10,15,12,121,349,17,2.1,484.974,28.572,4095.851,3939.981,,
10,15,13,307,306,17,5.7,589.514,27.168,5004.89,4817.291,,
10,15,14,0,162,17,4.6,157.588,19.929,1386.268,1306.745,,
10,15,15,54,164,16,3.6,195.222,19.26,1708.892,1621.71,,
10,15,16,11,108,16,2.6,116.683,17.765,1030.933,959.397,,
10,15,17,0,0,16,3.1,0,16,0,0,,
10,15,18,0,0,15,2.1,0,15,0,0,,
10,15,19,0,0,15,2.1,0,15,0,0,,
10,15,20,0,0,15,2.1,0,15,0,0,,
10,15,21,0,0,15,0,0,15,0,0,,
10,15,22,0,0,15,2.1,0,15,0,0,,
10,15,23,0,0,15,2.1,0,15,0,0,,
10,16,0,0,0,15,1.5,0,15,0,0,,
10,16,1,0,0,15,0,0,15,0,0,,
10,16,2,0,0,15,0,0,15,0,0,,
10,16,3,0,0,15,0,0,15,0,0,,
10,16,4,0,0,15,1.5,0,15,0,0,,
10,16,5,0,0,15,0,0,15,0,0,,
10,16,6,0,12,15,0,11.354,11.54,103.721,50.817,,
10,16,7,0,53,15,0,50.289,13.422,455.598,395.999,,
10,16,8,0,84,16,1.5,79.88,16.458,713.887,649.082,,
10,16,9,0,97,16,3.6,92.365,16.72,824.482,757.371,,
10,16,10,0,115,16,3.6,109.934,17.154,979.386,908.97,,
10,16,11,0,144,16,4.1,138.489,17.76,1230.389,1154.427,,
10,16,12,0,114,16,4.1,108.957,17.173,970.598,900.372,,
10,16,13,0,114,16,3.6,108.982,17.171,970.829,900.598,,
10,16,14,0,155,16,3.1,150.55,18.237,1334.638,1256.304,,
10,16,15,41,161,16,3.1,185.807,19.191,1629.509,1544.247,,
10,16,16,0,88,16,2.1,90.64,17.179,807.407,740.655,,
10,16,17,0,0,15,1.5,0,15,0,0,,
10,16,18,0,0,15,0,0,15,0,0,,
10,16,19,0,0,15,0,0,15,0,0,,
10,16,20,0,0,15,0,0,15,0,0,,
10,16,21,0,0,15,2.1,0,15,0,0,,
10,16,22,0,0,14,0,0,14,0,0,,
10,16,23,0,0,14,2.6,0,14,0,0,,
10,17,0,0,0,13,0,0,13,0,0,,
10,17,1,0,0,14,1.5,0,14,0,0,,
10,17,2,0,0,13,2.6,0,13,0,0,,
10,17,3,0,0,13,2.1,0,13,0,0,,
10,17,4,0,0,13,1.5,0,13,0,0,,
10,17,5,0,0,12,0,0,12,0,0,,
10,17,6,47,21,14,1.5,32.387,12.757,267.144,211.189,,
10,17,7,358,97,15,1.5,254.068,20.542,2101.721,2004.691,,
10,17,8,516,144,16,0,477.567,34.257,3855.095,3707.114,,
10,17,9,646,167,18,1.5,693.888,37.54,5581.813,5372.483,,
10,17,10,773,152,19,3.6,861.556,38.186,6932.961,6667.896,,
10,17,11,750,173,19,3.6,900.073,39.363,7206.467,6929.294,,
10,17,12,739,180,19,4.6,882.046,37.189,7137.306,6863.221,,
10,17,13,786,133,19,4.1,803.717,36.534,6508.843,6262.004,,
10,17,14,757,116,18,3.6,650.153,32.855,5311.204,5112.221,,
10,17,15,589,110,18,3.1,412.694,27.803,3352.065,3219.871,,
10,17,16,324,107,17,2.6,204.052,21.611,1614.625,1529.721,,
10,17,17,0,0,16,2.1,0,16,0,0,,
10,17,18,0,0,15,0,0,15,0,0,,
10,17,19,0,0,14,0,0,14,0,0,,
10,17,20,0,0,13,1.5,0,13,0,0,,
10,17,21,0,0,12,3.1,0,12,0,0,,
10,17,22,0,0,12,2.6,0,12,0,0,,
10,17,23,0,0,12,2.1,0,12,0,0,,
10,18,0,0,0,11,2.1,0,11,0,0,,
10,18,1,0,0,10,0,0,10,0,0,,
10,18,2,0,0,10,0,0,10,0,0,,
10,18,3,0,0,10,2.1,0,10,0,0,,
10,18,4,0,0,9,0,0,9,0,0,,
10,18,5,0,0,8,0,0,8,0,0,,
10,18,6,150,18,11,2.1,52.291,10.391,392.626,334.259,,
10,18,7,379,88,14,2.6,252.473,18.77,2096.664,1999.765,,
10,18,8,647,116,17,0,529.244,36.959,4204.742,4045.233,,
10,18,9,658,163,18,2.1,697.753,36.1,5652.413,5440.339,,
10,18,10,535,232,18,3.1,735.429,35.326,6004.342,5778.313,,
10,18,11,510,277,18,4.1,787.154,34.927,6444.088,6199.973,,
10,18,12,709,205,19,3.6,880.074,38.779,7064.877,6794.007,,
10,18,13,621,201,19,4.1,737.614,35.153,6016.873,5790.338,,
10,18,14,164,251,18,4.1,378.718,26.29,3218.576,3090.413,,
10,18,15,446,164,18,4.1,393.993,25.889,3257.354,3128.026,,
10,18,16,0,69,17,3.6,69.663,17.947,618.387,555.535,,
10,18,17,0,0,16,2.6,0,16,0,0,,
10,18,18,0,0,15,1.5,0,15,0,0,,
10,18,19,0,0,14,0,0,14,0,0,,
10,18,20,0,0,14,1.5,0,14,0,0,,
10,18,21,0,0,13,2.1,0,13,0,0,,
10,18,22,0,0,14,2.6,0,14,0,0,,
10,18,23,0,0,13,1.5,0,13,0,0,,
10,19,0,0,0,12,0,0,12,0,0,,
10,19,1,0,0,13,0,0,13,0,0,,
10,19,2,0,0,11,0,0,11,0,0,,
10,19,3,0,0,11,0,0,11,0,0,,
10,19,4,0,0,10,0,0,10,0,0,,
10,19,5,0,0,10,1.5,0,10,0,0,,
10,19,6,84,19,11,0,40.029,8.721,320.877,263.896,,
10,19,7,357,94,14,0,249.961,22.074,2050.377,1954.667,,
10,19,8,590,129,17,0,507.749,36.224,4052.17,3897.747,,
10,19,9,740,133,18,1.5,726.677,38.527,5812.843,5594.465,,
10,19,10,779,143,19,3.6,853.523,38.081,6871.021,6608.659,,
10,19,11,756,170,20,4.1,898.811,39.425,7193.542,6916.946,,
10,19,12,782,157,21,4.1,891.441,40.333,7099.252,6826.858,,
10,19,13,768,140,20,3.1,792.897,39.016,6340.974,6101.164,,
10,19,14,677,136,19,4.6,614.406,31.619,5050.682,4861.404,,
10,19,15,551,123,18,4.1,403.657,26.575,3300.951,3170.308,,
10,19,16,0,0,17,3.1,0,17,0,0,,
10,19,17,0,0,16,1.5,0,16,0,0,,
10,19,18,0,0,15,0,0,15,0,0,,
10,19,19,0,0,14,0,0,14,0,0,,
10,19,20,0,0,14,0,0,14,0,0,,
10,19,21,0,0,12,0,0,12,0,0,,
10,19,22,0,0,12,0,0,12,0,0,,
10,19,23,0,0,12,0,0,12,0,0,,
10,20,0,0,0,11,0,0,11,0,0,,
10,20,1,0,0,10,0,0,10,0,0,,
10,20,2,0,0,10,1.5,0,10,0,0,,
10,20,3,0,0,10,2.1,0,10,0,0,,
10,20,4,0,0,9,0,0,9,0,0,,
10,20,5,0,0,9,0,0,9,0,0,,
10,20,6,138,16,9,0,48.24,7.064,367.74,309.856,,
10,20,7,431,78,12,0,261.431,20.617,2137.635,2039.676,,
10,20,8,601,115,14,2.1,498.772,26.28,4173.059,4014.613,,
